Title,Genre,RunningTime,Grade,ReleaseDate,Sales,Audiences,Screens,Plays,MajorNationality,Nationality,Agency,MovieID,Sparkline
베오울프,"애니메이션,드라마,어드벤처,판타지",113,15세 이상 관람가,2007-11-14,6791108000,968535,326,29514,미국,미국,워너브러더스 코리아(주),20070521,0
베테랑,"액션,드라마",124,15세 이상 관람가,2015-08-05,105168155250,13414009,1115,199231,한국,한국,씨제이이앤엠(주),20148048,0
벤자민 버튼의 시간은 거꾸로 간다,"드라마,판타지",166,12세 이상 관람가,2009-02-12,11427379500,1739997,313,39750,미국,미국,워너브러더스 코리아(주),20090024,0
벤허,"어드벤처,드라마",123,12세 이상 관람가,2016-09-14,11410860395,1400301,717,38941,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,20167839,0
벼랑 위의 포뇨,"애니메이션,어드벤처,판타지",100,전체 관람가,2008-12-17,7056476500,1117846,380,24432,일본,일본,(주)쇼박스,20081686,0
변호인,드라마,127,15세 이상 관람가,2013-12-18,82872254800,11374859,925,152276,한국,한국,(주)넥스트엔터테인먼트월드(NEW),20134803,0
복면달호,"코미디,드라마",108,12세 이상 관람가,2007-02-14,9008143000,1507970,310,41977,한국,한국,㈜스튜디오이쩜영,20070020,0
본 얼티메이텀,"액션,스릴러,미스터리,어드벤처",115,12세 이상 관람가,2007-09-12,13205549000,1992304,332,48577,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),20070422,0
봉이 김선달,사극,121,12세 이상 관람가,2016-07-06,16227052642,2051277,942,51418,한국,한국,씨제이이앤엠(주),20159644,0
부당거래,"범죄,드라마",119,청소년 관람불가,2010-10-28,20996302500,2722996,502,69703,한국,한국,씨제이엔터테인먼트,20100213,0
부러진 화살,드라마,100,15세 이상 관람가,2012-01-18,25878629500,3451025,530,71560,한국,한국,(주)넥스트엔터테인먼트월드(NEW),20113535,0
부산행,"액션,스릴러",118,15세 이상 관람가,2016-07-20,93178283048,11565479,1788,151315,한국,한국,(주)넥스트엔터테인먼트월드(NEW),20156564,0
분노의 질주: 더 맥시멈,액션,130,15세 이상 관람가,2013-05-22,13210338042,1790916,657,44371,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),20135221,0
분노의 질주: 더 세븐,"액션,범죄,스릴러",138,15세 이상 관람가,2015-04-01,26454098694,3247955,983,93612,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),20143580,0
분노의 질주: 더 익스트림,"액션,범죄,스릴러",136,15세 이상 관람가,2017-04-12,28119568148,3424814,1469,106213,미국,"미국,일본,프랑스,캐나다",유니버설픽쳐스인터내셔널 코리아(유),20167542,0
분노의 질주: 언리미티드,"스릴러,드라마,범죄,액션",130,15세 이상 관람가,2011-04-20,12292868000,1621973,457,43329,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),20110185,0
분신사바,공포(호러),120,12세 이상 관람가,2004-08-05,3828714000,608479,97,9877,한국,한국,브에나비스타인터내셔널코리아,20040593,0
분홍신,공포(호러),103,12세 이상 관람가,2005-06-30,6768135000,1072940,182,22227,한국,한국,(주)쇼박스,20050135,0
불꽃처럼 나비처럼,"멜로/로맨스,사극",124,15세 이상 관람가,2009-09-24,12302961500,1670652,441,57300,한국,한국,(주)쇼박스,20090308,0
뷰티 인사이드,"판타지,멜로/로맨스",127,12세 이상 관람가,2015-08-20,16148479531,2053435,648,52618,한국,한국,(주)넥스트엔터테인먼트월드(NEW),20143572,0
브레이킹 던 part1,"드라마,판타지,멜로/로맨스",117,15세 이상 관람가,2011-11-30,10692564000,1459449,636,43060,미국,미국,(주)넥스트엔터테인먼트월드(NEW),20110905,0
브레이킹 던 part2,"드라마,판타지,멜로/로맨스",115,15세 이상 관람가,2012-11-15,18909583065,2654817,665,56995,미국,미국,(주)넥스트엔터테인먼트월드(NEW),20126469,0
브리짓 존스의 일기2 : 열정과 애정,"멜로/로맨스,드라마",107,12세 이상 관람가,2004-12-08,6622706500,1022262,132,16082,영국,영국,UIP코리아,20040743,0
블라인드,스릴러,111,청소년 관람불가,2011-08-10,18390012500,2367942,404,49358,한국,한국,(주)넥스트엔터테인먼트월드(NEW),20110297,0
블랙,드라마,124,전체 관람가,2009-08-27,6157393500,861570,248,29278,인도,인도,"이언픽쳐스,(주)넥스트엔터테인먼트월드(NEW)",20090425,0
블랙 스완,"드라마,스릴러",108,청소년 관람불가,2011-02-24,12484661500,1623310,344,46840,미국,미국,이십세기폭스코리아(주),20119577,0
블레이드 3,액션,112,15세 이상 관람가,2004-12-15,4327368500,665676,131,10879,미국,미국,(주)쇼박스,20040717,0
비긴 어게인,멜로/로맨스,104,15세 이상 관람가,2014-08-13,27098834504,3427524,525,82684,미국,미국,판씨네마(주),20149629,0
비열한 거리,"액션,범죄,드라마",141,15세 이상 관람가,2006-06-15,11664597600,1829887,306,34064,한국,한국,씨제이엔터테인먼트,20060137,0
빅 히어로,"애니메이션,액션,코미디",108,전체 관람가,2015-01-21,21993119765,2801949,825,62229,미국,미국,월트디즈니컴퍼니코리아(주),20149951,0
빅매치,액션,112,15세 이상 관람가,2014-11-27,8952096578,1177438,627,38527,한국,한국,(주)넥스트엔터테인먼트월드(NEW),20134590,0
빨간모자의 진실,"애니메이션,코미디",80,전체 관람가,2006-04-06,5506266100,915672,164,20653,미국,미국,(주)쇼박스,20060018,0
사도,사극,125,12세 이상 관람가,2015-09-16,48842902501,6246849,1210,124246,한국,한국,(주)쇼박스,20148846,0
사랑,"멜로/로맨스,액션",104,15세 이상 관람가,2007-09-19,13446137500,2023174,381,54789,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20070441,0
사생결단,액션,117,15세 이상 관람가,2006-04-27,10934307100,1724709,288,33257,한국,한국,씨제이이앤엠(주),20060100,0
삼국지:용의 부활,"사극,드라마,액션,전쟁",101,15세 이상 관람가,2008-04-03,6658854000,1025302,322,40967,중국,"중국,한국,홍콩",에스케이텔레콤(주),20080291,0
새드무비,드라마,108,12세 이상 관람가,2005-10-20,5628200500,902077,262,21670,한국,한국,"롯데쇼핑㈜롯데엔터테인먼트,아이러브시네마",20050256,0
새미의 어드벤쳐 2,"애니메이션,어드벤처",92,전체 관람가,2012-08-01,10856204000,1457380,486,26436,벨기에,벨기에,씨제이이앤엠(주),20126406,0
"색, 계","드라마,멜로/로맨스",157,청소년 관람불가,2007-11-08,12399090500,1888671,258,38097,미국,미국,"(주)제이앤씨미디어그룹,씨제이엔터테인먼트",20070582,0
색즉시공 시즌2,코미디,112,청소년 관람불가,2007-12-12,11431876000,1703097,390,31551,한국,한국,씨제이엔터테인먼트,20070637,0
샌 안드레아스,"액션,드라마,스릴러",114,12세 이상 관람가,2015-06-03,14435844152,1716455,847,62016,미국,미국,워너브러더스 코리아(주),20144682,0
샤크,"애니메이션,코미디",90,전체 관람가,2005-01-07,5577637500,897731,185,17953,미국,미국,씨제이엔터테인먼트,20040744,0
서양 골동 양과자점 앤티크,드라마,109,15세 이상 관람가,2008-11-13,7419935000,1181233,436,42124,한국,한국,"오퍼스픽쳐스,(주)쇼박스",20080637,0
설국열차,"SF,액션",125,15세 이상 관람가,2013-08-01,67010087500,9349993,1128,124823,한국,한국,씨제이이앤엠(주),20126674,0
성난 변호사,"범죄,액션",117,15세 이상 관람가,2015-10-08,8723650039,1128288,607,36990,한국,한국,씨제이이앤엠(주),20142855,0
세븐 데이즈,"스릴러,범죄",125,청소년 관람불가,2007-11-14,13642111000,2036035,305,46693,한국,한국,(주)프라임엔터테인먼트,20070466,0
섹스 앤 더 시티,"멜로/로맨스,코미디",143,청소년 관람불가,2008-06-05,7134526100,1067550,361,24795,미국,미국,에스케이텔레콤(주),20080709,0
셔터 아일랜드,"드라마,미스터리,스릴러",138,15세 이상 관람가,2010-03-18,7407854500,990223,272,29043,미국,미국,씨제이엔터테인먼트,20100103,0
셜록: 유령신부,"범죄,드라마",115,12세 이상 관람가,2016-01-02,9992425049,1278894,891,32683,영국,영국,메가박스(주)플러스엠,20157042,0
셜록 홈즈,"미스터리,범죄,어드벤처",128,12세 이상 관람가,2009-12-23,16030423000,2183500,381,43966,미국,"미국,영국",워너브러더스 코리아(주),20090856,0
셜록홈즈 : 그림자 게임,"액션,미스터리",128,15세 이상 관람가,2011-12-21,9502305000,1289857,370,20512,미국,미국,워너브러더스 코리아(주),20112621,0
소스 코드,"액션,SF,스릴러",93,12세 이상 관람가,2011-05-04,9640238500,1277690,403,38744,미국,미국,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",20110221,0
소원,드라마,122,12세 이상 관람가,2013-10-02,18529862600,2711083,651,72329,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20134582,0
솔트,"스릴러,액션",99,15세 이상 관람가,2010-07-29,21360288000,2869938,556,53679,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,20100370,0
수상한 고객들,"코미디,드라마",124,15세 이상 관람가,2011-04-14,7953428000,1059350,411,33930,한국,한국,씨제이이앤엠(주),20119974,0
수상한 그녀,드라마,127,15세 이상 관람가,2014-01-22,62705348249,8657982,1027,136975,한국,한국,씨제이이앤엠(주),20131102,0
수어사이드 스쿼드,액션,123,15세 이상 관람가,2016-08-03,15874111188,1898220,823,29512,미국,미국,워너브러더스 코리아(주),20152963,0
수퍼맨 리턴즈,"SF,액션,판타지",153,전체 관람가,2006-06-28,10825645300,1702765,366,29982,미국,미국,워너브러더스 코리아(주),20060148,0
숙명,"드라마,액션",123,청소년 관람불가,2008-03-20,5680873500,846903,340,29178,한국,한국,씨제이엔터테인먼트,20080226,0
숨바꼭질,스릴러,108,15세 이상 관람가,2013-08-14,39602977500,5604103,779,88062,한국,한국,(주)넥스트엔터테인먼트월드(NEW),20136049,0
슈렉 포에버,"애니메이션,코미디,가족",93,전체 관람가,2010-07-01,22809145100,2223851,561,51317,미국,미국,씨제이엔터테인먼트,20100333,0
슈렉2,애니메이션,92,전체 관람가,2004-06-18,10798690500,1661916,174,22853,미국,미국,씨제이엔터테인먼트,20040566,0
슈렉3,"애니메이션,코미디,어드벤처,가족,판타지",92,전체 관람가,2007-06-06,17896938500,2826621,620,64615,미국,미국,씨제이엔터테인먼트,20070116,0
슈퍼 배드,"애니메이션,가족",95,전체 관람가,2010-09-16,9717463000,1027050,338,24577,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),20100814,0
슈퍼스타 감사용,드라마,115,전체 관람가,2004-09-17,4073017000,627199,128,15185,한국,한국,씨제이엔터테인먼트,20040619,0
스물,"코미디,드라마",115,15세 이상 관람가,2015-03-25,23563421686,3044811,926,100161,한국,한국,(주)넥스트엔터테인먼트월드(NEW),20148845,0
스카이 라인,"액션,스릴러,SF",93,12세 이상 관람가,2010-11-24,6320601500,860340,427,31690,미국,미국,(주)화앤담이엔티,20101133,0
스타 트렉: 더 비기닝,"SF,액션,어드벤처",126,12세 이상 관람가,2009-05-07,7247898500,1085281,391,31957,미국,미국,씨제이엔터테인먼트,20090235,0
스타워즈: 깨어난 포스,"액션,어드벤처,판타지",135,12세 이상 관람가,2015-12-17,24149478540,2803234,940,56425,미국,미국,월트디즈니컴퍼니코리아(주),20154141,0
스타워즈 에피소드3 - 시스의복수,SF,139,전체 관람가,2005-05-26,9325891000,1464792,272,28465,미국,미국,이십세기폭스필름코퍼레이션,20050085,0
스타트렉 다크니스,"액션,SF,어드벤처",131,12세 이상 관람가,2013-05-30,12964828000,1605271,607,40504,미국,미국,씨제이이앤엠(주),20123329,0
스타트렉 비욘드,"액션,SF",122,12세 이상 관람가,2016-08-17,10190375820,1157156,716,38199,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,20150567,0
스텝업 2 : 더 스트리트,"멜로/로맨스,드라마",97,12세 이상 관람가,2008-03-13,6869402500,1044659,280,36876,미국,미국,㈜스튜디오이쩜영,20080149,0
스파이,액션,121,15세 이상 관람가,2013-09-05,24509278305,3435802,785,72796,한국,한국,씨제이이앤엠(주),20124086,0
스파이,"액션,코미디",122,15세 이상 관람가,2015-05-21,18417637358,2318748,665,62960,미국,미국,이십세기폭스코리아(주),20158621,0
스파이더맨 2,SF,126,12세 이상 관람가,2004-06-30,9632422500,1506199,198,18165,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,20040491,0
스파이더맨 3,"액션,SF",139,12세 이상 관람가,2007-05-01,29511658000,4592309,806,79966,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,20070056,0
슬럼독 밀리어네어,"드라마,멜로/로맨스,범죄",120,15세 이상 관람가,2009-03-19,7343041500,1106420,201,32738,영국,"영국,미국",씨제이엔터테인먼트,20090161,0
슬로우 비디오,"드라마,코미디",106,12세 이상 관람가,2014-10-02,8913092219,1169562,618,40665,한국,한국,이십세기폭스코리아(주),20135386,0
시간이탈자,스릴러,107,15세 이상 관람가,2016-04-13,9731838195,1202384,733,55075,한국,한국,씨제이이앤엠(주),20142621,0
시라노: 연애조작단,"멜로/로맨스,코미디",121,12세 이상 관람가,2010-09-16,19838369000,2684783,415,77736,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20100834,0
시실리 2km,코미디,109,12세 이상 관람가,2004-08-13,8049487000,1263196,86,16919,한국,한국,(주)쇼박스,20040617,0
시크릿,"스릴러,드라마,미스터리",110,청소년 관람불가,2009-12-03,7951016500,1042613,408,34398,한국,한국,씨제이엔터테인먼트,20090311,0
식객,드라마,114,12세 이상 관람가,2007-11-01,18972140500,2963196,406,67138,한국,한국,씨제이엔터테인먼트,20070435,0
신기전,"사극,드라마,액션,전쟁",134,15세 이상 관람가,2008-09-04,24326353000,3728430,585,78462,한국,한국,씨제이엔터테인먼트,20081001,0
신들의 전쟁,"드라마,액션,판타지",110,청소년 관람불가,2011-11-10,11726682000,1338411,525,46169,미국,미국,(주)넥스트엔터테인먼트월드(NEW),20111987,0
신부수업,"드라마,멜로/로맨스",110,12세 이상 관람가,2004-08-05,4255753000,675521,113,9931,한국,한국,코리아픽쳐스(주),20040612,0
신비한 동물사전,"어드벤처,가족,판타지",132,12세 이상 관람가,2016-11-16,39300515858,4662534,1431,115676,미국,"미국,영국",워너브러더스 코리아(주),20162365,0
신세계,"범죄,액션",134,청소년 관람불가,2013-02-21,34881330905,4682492,671,90580,한국,한국,(주)넥스트엔터테인먼트월드(NEW),20124401,0
신의 한 수,"범죄,액션",118,청소년 관람불가,2014-07-03,28812027456,3566852,794,77109,한국,한국,(주)쇼박스,20139201,0
실미도,전쟁,135,12세 이상 관람가,2003-12-24,9905232500,1559134,51,13460,한국,한국,(주)시네마서비스,20030410,0
심야의 F.M.,"스릴러,범죄",106,청소년 관람불가,2010-10-14,9179170500,1208306,423,50423,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20100302,0
심장이 뛴다,드라마,114,15세 이상 관람가,2011-01-05,7538083500,1006947,445,26778,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20101399,0
싸움의 기술,코미디,95,12세 이상 관람가,2006-01-05,7319136000,1144825,216,23066,한국,한국,씨제이엔터테인먼트,20050346,0
쌍화점,드라마,133,청소년 관람불가,2008-12-30,22493822400,3296474,532,67144,한국,한국,(주)쇼박스,20081716,0
써니,"드라마,코미디",124,15세 이상 관람가,2011-05-04,54035565100,7362657,546,149135,한국,한국,씨제이이앤엠(주),20110193,0
쎄시봉,"멜로/로맨스,코미디,드라마",123,15세 이상 관람가,2015-02-05,13571515911,1715370,829,51744,한국,한국,씨제이이앤엠(주),20148188,0
아가씨,"스릴러,드라마",144,청소년 관람불가,2016-06-01,35211229991,4287839,1171,90365,한국,한국,씨제이이앤엠(주),20144444,0
아내가 결혼했다,"멜로/로맨스,드라마",119,청소년 관람불가,2008-10-23,12062180000,1799447,417,57496,한국,한국,씨제이엔터테인먼트,20081395,0
아는 여자,드라마,107,12세 이상 관람가,2004-06-25,4686101500,736296,81,10941,한국,한국,(주)시네마서비스,20040583,0
아라한 장풍대작전,"액션,드라마",114,12세 이상 관람가,2004-04-30,5207905000,810406,82,12593,한국,한국,(주)시네마서비스,20040488,0
아랑,공포(호러),97,12세 이상 관람가,2006-06-28,5726173700,951834,181,22805,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20060157,0
아바타,"SF,액션,어드벤처",162,12세 이상 관람가,2009-12-17,124897072500,13302637,917,162505,미국,미국,이십세기폭스코리아(주),20090834,0
아수라,"범죄,액션",132,청소년 관람불가,2016-09-28,20576226662,2594028,1278,68040,한국,한국,씨제이이앤엠(주),20153443,0
"아이, 로봇",SF,110,12세 이상 관람가,2004-07-30,7097789000,1108063,117,12827,미국,미국,이십세기폭스필름코퍼레이션,20040597,0
아이들...,"범죄,스릴러",132,15세 이상 관람가,2011-02-17,13579712500,1867849,504,41515,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20119341,0
아이스 에이지 3: 공룡시대,"애니메이션,어드벤처,가족,드라마",94,전체 관람가,2009-08-12,6110616000,865658,367,22461,미국,미국,이십세기폭스필름코퍼레이션,20090408,0
아이스 에이지 4: 대륙 이동설,"애니메이션,어드벤처,코미디,가족",92,전체 관람가,2012-07-25,12291969704,1648110,501,26899,미국,미국,이십세기폭스코리아(주),20126667,0
아이언맨,"SF,드라마,액션",125,12세 이상 관람가,2008-04-30,27798047000,4290816,592,77942,미국,미국,씨제이엔터테인먼트,20080396,0
아이언맨 2,"SF,액션,어드벤처",125,12세 이상 관람가,2010-04-29,32635195500,4425003,921,87665,미국,미국,씨제이엔터테인먼트,20090933,0
아이언맨 3,"액션,어드벤처,SF",130,12세 이상 관람가,2013-04-25,70806364000,9001331,1389,163584,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),20121621,0
아일랜드,"SF,드라마,액션,스릴러",135,12세 이상 관람가,2005-07-21,20363994500,3218811,340,35990,미국,미국,워너브러더스 코리아(주),20050144,0
아저씨,"액션,드라마",119,청소년 관람불가,2010-08-04,47101332000,6178248,501,109853,한국,한국,씨제이엔터테인먼트,20100214,0
악마는 프라다를 입는다,드라마,109,12세 이상 관람가,2006-10-25,8286577600,1366933,209,31230,미국,미국,"(주)퍼스트런,글뫼 주식회사,이십세기폭스코리아(주)",20060264,0
악마를 보았다,스릴러,144,청소년 관람불가,2010-08-12,13919416500,1817063,490,42721,한국,한국,(주)쇼박스,20100301,0
악의 연대기,스릴러,102,15세 이상 관람가,2015-05-14,17361815332,2192525,776,64351,한국,한국,씨제이이앤엠(주),20149569,0
"안녕, 형아",드라마,95,전체 관람가,2005-05-27,5614875500,924019,158,24235,한국,한국,(주)시네마서비스,20050045,0
알렉산더,"전쟁,드라마",175,12세 이상 관람가,2004-12-31,6856981789,1070986,213,14124,미국,미국,(주)시네마서비스,20040706,0
알포인트,전쟁,106,12세 이상 관람가,2004-08-20,6792339000,1068087,100,15833,한국,한국,(주)시네마서비스,20040613,0
암살,"액션,드라마",140,15세 이상 관람가,2015-07-22,98463132781,12705700,1519,175185,한국,한국,(주)쇼박스,20148851,0
애자,"드라마,코미디",110,15세 이상 관람가,2009-09-09,13633710500,1901694,376,65490,한국,한국,(주)시너지하우스 (시너지),20090484,0
앤트맨,"액션,SF",117,12세 이상 관람가,2015-09-03,23529209937,2841795,949,74649,미국,"미국,영국",월트디즈니컴퍼니코리아(주),20155702,0
야수,액션,124,15세 이상 관람가,2006-01-12,5339725500,837011,299,19254,한국,한국,(주)쇼박스,20050345,0
야수와 미녀,코미디,101,12세 이상 관람가,2005-10-27,8378297000,1339833,202,29101,한국,한국,(주)쇼박스,20050261,0
어거스트 러쉬,드라마,113,전체 관람가,2007-11-29,12390878000,1935790,271,34247,미국,미국,씨제이엔터테인먼트,20070585,0
어린 신부,코미디,114,12세 이상 관람가,2004-04-02,6240174500,991674,70,12895,한국,한국,코리아픽쳐스(주),20040481,0
어메이징 스파이더맨,액션,136,12세 이상 관람가,2012-06-28,41163951235,4853123,1118,92755,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,20126077,0
어메이징 스파이더맨 2,"액션,판타지",142,12세 이상 관람가,2014-04-23,34869101800,4168353,1312,91715,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),20135661,0
어바웃 타임,"멜로/로맨스,코미디",123,15세 이상 관람가,2013-12-05,20908973000,2856065,568,49967,영국,영국,유니버설픽쳐스인터내셔널 코리아(유),20135428,0
어벤져스,"액션,SF",142,12세 이상 관람가,2012-04-26,59557853478,7074867,967,109697,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,20124721,0
어벤져스: 에이지 오브 울트론,"액션,어드벤처,판타지,SF",141,12세 이상 관람가,2015-04-23,88582586366,10494499,1843,191778,미국,미국,월트디즈니컴퍼니코리아(주),20148493,0
언터처블: 1%의 우정,"코미디,드라마",112,12세 이상 관람가,2012-03-22,12735040000,1720472,454,48976,프랑스,프랑스,(주)넥스트엔터테인먼트월드(NEW),20124142,0
업,"애니메이션,코미디,어드벤처,가족",101,전체 관람가,2009-07-29,7527426000,1030818,392,23253,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,20090391,0
에라곤,"판타지,드라마,액션,스릴러",103,12세 이상 관람가,2007-01-11,5359051500,915232,276,24405,미국,미국,이십세기폭스필름코퍼레이션,20060345,0
엑소더스: 신들과 왕들,드라마,153,12세 이상 관람가,2014-12-03,12442681926,1511195,865,43742,미국,"미국,영국,스페인",이십세기폭스코리아(주),20140842,0
엑스맨: 데이즈 오브 퓨처 패스트,"액션,판타지,SF,어드벤처",134,12세 이상 관람가,2014-05-22,34654558766,4313871,1056,82722,미국,미국,이십세기폭스코리아(주),20147669,0
엑스맨: 아포칼립스,"액션,어드벤처,판타지,SF",145,12세 이상 관람가,2016-05-25,24467887950,2938818,1262,66471,미국,미국,이십세기폭스코리아(주),20150523,0
엑스맨: 퍼스트 클래스,액션,132,12세 이상 관람가,2011-06-02,19075363000,2533852,587,56827,미국,미국,이십세기폭스코리아(주),20110561,0
엑스맨 : 최후의 전쟁,"SF,액션",103,12세 이상 관람가,2006-06-15,11275475200,1793310,373,38570,미국,미국,이십세기폭스코리아(주),20060136,0
엑스맨 탄생: 울버린,"SF,액션,판타지",107,12세 이상 관람가,2009-04-30,8408135000,1280734,412,33893,미국,미국,이십세기폭스코리아(주),20090222,0
엘리시움,"SF,액션",109,청소년 관람불가,2013-08-29,9017994500,1207732,588,31515,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),20137811,0
엣지 오브 투모로우,"액션,SF",113,12세 이상 관람가,2014-06-04,38732961201,4699307,801,94559,미국,미국,워너브러더스 코리아(주),20148807,0
여선생 VS 여제자,코미디,109,12세 이상 관람가,2004-11-17,5261476506,846020,182,20893,한국,한국,씨제이엔터테인먼트,20040657,0
역도산,드라마,137,12세 이상 관람가,2004-12-15,6050131500,951646,223,14789,한국,한국,씨제이엔터테인먼트,20040682,0
역린,사극,136,15세 이상 관람가,2014-04-30,29894266890,3849552,1054,83296,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20139183,0
연가시,"공포(호러),SF",109,15세 이상 관람가,2012-07-05,32175400664,4515833,759,71928,한국,한국,씨제이이앤엠(주),20124062,0
연애술사,"멜로/로맨스,코미디",109,12세 이상 관람가,2005-05-20,6383653500,1014372,155,23610,한국,한국,씨제이엔터테인먼트,20050083,0
연애의 목적,"드라마,코미디,멜로/로맨스",121,15세 이상 관람가,2005-06-10,9846423390,1524898,243,29871,한국,한국,씨제이엔터테인먼트,20050110,0
연애의 온도,"멜로/로맨스,코미디",112,청소년 관람불가,2013-03-21,13798864446,1865195,567,57847,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20128690,0
연인,"멜로/로맨스,액션",119,12세 이상 관람가,2004-09-10,6644463500,1027354,157,16630,중국,중국,쇼이스트(주),20040640,0
연평해전,드라마,130,12세 이상 관람가,2015-06-24,45563228330,6043784,1013,114450,한국,한국,(주)넥스트엔터테인먼트월드(NEW),20134798,0
영화는 영화다,"액션,드라마,범죄",112,청소년 관람불가,2008-09-11,8967253000,1311071,315,37337,한국,한국,㈜스튜디오이쩜영,20081243,0
예스맨,"코미디,드라마",104,15세 이상 관람가,2008-12-17,5394039500,818604,241,16616,미국,미국,워너브러더스 코리아(주),20081703,0
예의없는 것들,"액션,코미디",121,15세 이상 관람가,2006-08-24,4886772800,782907,192,17807,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20060225,0
오늘의 연애,"멜로/로맨스,코미디",119,15세 이상 관람가,2015-01-14,14924654487,1891993,709,47237,한국,한국,씨제이이앤엠(주),20142407,0
오로라 공주,"범죄,스릴러",106,15세 이상 관람가,2005-10-27,5365343000,830538,185,20738,한국,한국,(주)시네마서비스,20050271,0
오만과 편견,"멜로/로맨스,드라마",128,12세 이상 관람가,2006-03-24,5516608900,882967,157,20327,미국,미국,UIP코리아,20060033,0
오블리비언,"액션,SF",124,15세 이상 관람가,2013-04-11,11165841500,1515356,634,47871,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),20134181,0
오빠생각,"드라마,전쟁",124,12세 이상 관람가,2016-01-21,8060591287,1069864,855,44801,한국,한국,(주)넥스트엔터테인먼트월드(NEW),20158483,0
오션스 써틴,"범죄,드라마,코미디",121,12세 이상 관람가,2007-06-14,9119810300,1371214,271,32636,미국,미국,워너브러더스 코리아(주),20070058,0
오스트레일리아,"사극,멜로/로맨스,서부극(웨스턴)",166,12세 이상 관람가,2008-12-10,6117517000,945067,435,23170,미국,미국,이십세기폭스코리아(주),20081673,0
오싹한 연애,"공포(호러),멜로/로맨스,코미디",114,12세 이상 관람가,2011-12-01,20289813500,2777998,544,54630,한국,한국,씨제이이앤엠(주),20113381,0
오직 그대만,멜로/로맨스,105,15세 이상 관람가,2011-10-20,7591008500,1027622,435,35365,한국,한국,(주)쇼박스,20112589,0
오페라의 유령,"뮤지컬,드라마",141,12세 이상 관람가,2004-12-08,8691600500,1368508,221,17699,미국,미국,"(주)팝엔터테인먼트,(주)드림팩트엔터테인먼트,씨제이엔터테인먼트",20040721,0
완득이,드라마,107,12세 이상 관람가,2011-10-20,38526161500,5309928,629,117763,한국,한국,씨제이이앤엠(주),20112695,0
왕의 남자,드라마,119,15세 이상 관람가,2005-12-29,61605851900,9793917,313,106179,한국,한국,(주)시네마서비스,20050333,0
용서는 없다,"범죄,스릴러",125,청소년 관람불가,2010-01-07,8544828000,1118277,323,33614,한국,한국,(주)시네마서비스,20090888,0
용의자,"액션,스릴러",138,15세 이상 관람가,2013-12-24,30037521000,4131338,807,69124,한국,한국,(주)쇼박스,20124938,0
용의자X,미스터리,119,15세 이상 관람가,2012-10-18,11241013000,1552055,553,42989,한국,한국,씨제이이앤엠(주),20124057,0
우리 생애 최고의 순간,드라마,124,전체 관람가,2008-01-10,26113394000,4018059,418,70721,한국,한국,(주)싸이더스,20070382,0
우리 형,드라마,112,12세 이상 관람가,2004-10-08,11090682500,1778607,211,29282,한국,한국,씨제이엔터테인먼트,20040628,0
우리들의 행복한 시간,드라마,120,12세 이상 관람가,2006-09-14,14938308000,2472035,414,47297,한국,한국,(주)프라임엔터테인먼트,20060244,0
우아한 거짓말,드라마,117,12세 이상 관람가,2014-03-13,11728460300,1619188,573,57492,한국,한국,CGV아트하우스,20138226,0
우아한 세계,액션,120,15세 이상 관람가,2007-04-05,6161685500,960658,405,35849,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20070072,0
우주전쟁,"드라마,액션,SF,스릴러",116,12세 이상 관람가,2005-07-07,16758594690,2642874,401,37362,미국,미국,UIP코리아,20050137,0
워낭소리,다큐멘터리,77,전체 관람가,2009-01-15,19074728900,2933897,274,63196,한국,한국,㈜인디스토리,20081727,0
워크래프트: 전쟁의 서막,"액션,어드벤처,판타지",123,12세 이상 관람가,2016-06-09,10142271205,1163274,736,34087,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),20158150,0
